13005	M14,M141,MCAT	-43.957244688125655
38043	M14,MCAT	-55.03595970788113
73938	M14,MCAT	-61.69912155667851
77547	GCAT,GWEA	-63.88711567938904
10155	M12,MCAT	-68.28761786613347
76432	M12,MCAT	-68.28761786613347
79813	M11,MCAT	-73.02681524173146
74300	E21,E212,ECAT	-73.45586186892943
11967	M11,MCAT	-73.49699685972426
55218	M12,MCAT	-73.67274502943832
15980	M12,MCAT	-73.67274502943833
26506	M11,MCAT	-73.72600668309096
44932	M11,MCAT	-73.82629412258309
60901	M11,MCAT	-74.37887256228603
69353	M11,MCAT	-74.60922322486175
1062	M11,MCAT	-74.94433069050329
70137	M11,MCAT	-75.04783029749068
79729	M11,MCAT	-75.4864694627608
25649	M11,MCAT	-75.88283020549315
16949	M11,MCAT	-76.06428289623238
64316	M11,MCAT	-76.08668339319395
34407	M11,MCAT	-76.41966917000778
34081	M11,MCAT	-76.82773490497233
39458	M11,MCAT	-76.87414695501691
39535	M11,MCAT	-77.17997008212001
63834	M11,MCAT	-77.25065319160005
34390	M11,MCAT	-77.65548140929442
20573	M11,MCAT	-78.0424492955172
14847	M11,MCAT	-78.0617249251726
59340	M11,MCAT	-78.51947130298014
26032	M11,MCAT	-80.89506953672156
62768	M11,MCAT	-80.89506953672156
9264	M11,MCAT	-80.89506953672156
16185	M11,MCAT	-80.89506953672156
32703	M11,MCAT	-80.89506953672156
31218	M11,MCAT	-80.89506953672156
52331	M11,MCAT	-80.89506953672156
79310	M11,MCAT	-80.89506953672156
32101	M11,MCAT	-80.89506953672156
18404	M11,MCAT	-80.89506953672156
48785	M11,MCAT	-80.89506953672156
54551	M11,MCAT	-80.89506953672156
32646	M11,MCAT	-80.89506953672156
18971	M11,MCAT	-80.89506953672156
59185	M14,MCAT	-81.37802998795055
72807	M14,MCAT	-81.37802998795057
35495	M14,MCAT	-81.37802998795057
43252	M14,MCAT	-81.37802998795057
23509	E21,E211,ECAT,GCAT,GPOL	-82.95090770669346
624	C15,C151,CCAT	-86.48786638776815
4096	C31,CCAT	-86.4911888637108
8840	C15,C152,CCAT	-87.20986767575299
26872	C31,CCAT	-87.25238166816776
21275	C15,C152,CCAT	-87.63290317948663
18865	C15,C151,C1511,CCAT	-87.66565552951587
45331	GCAT,GENT	-88.4423904891362
35265	C15,C152,CCAT	-89.7179051165367
63518	C15,C151,CCAT	-90.66564845316496
56146	M11,MCAT	-91.37334936293209
20263	GCAT,GSPO	-91.76924683834203
60731	M14,MCAT	-91.77840873871091
23257	M14,MCAT	-91.77840873871092
3044	C15,C152,CCAT	-92.00809717385644
55412	C15,C151,CCAT	-92.06241587942198
74194	C31,CCAT	-92.16030214650807
60243	GCAT,GWEA	-94.48890739482403
6910	M13,M131,MCAT	-94.63419959074963
39191	M14,MCAT	-95.21817123973064
9498	M13,M131,MCAT	-95.34790197725859
34903	M13,M131,MCAT	-95.34790197725859
70473	GCAT	-97.26108020733739
54426	GCAT	-97.26108020733739
57759	GCAT	-97.26108020733739
94	C15,C151,CCAT	-97.58557367897151
13357	C15,C151,CCAT	-98.86225720555022
23471	C17,C172,CCAT	-98.91567006663202
48120	C17,C171,CCAT	-98.94988213542328
47747	C15,C151,CCAT	-99.5098626042661
64601	C15,C151,CCAT	-99.71908619032224
34647	C15,C151,CCAT	-99.77549644930401
38510	C15,C151,CCAT	-99.78524017634676
5659	C15,C151,CCAT	-99.84347158774817
48708	C15,C151,CCAT	-99.93898046873288
14335	C15,C151,CCAT	-99.93898046873288
60296	C15,C151,CCAT	-100.02426724415587
46850	C15,C151,CCAT	-100.02426724415587
15772	C15,C151,CCAT	-100.14709899214795
12103	C15,C151,CCAT	-100.1691932612241
54035	C15,C151,CCAT	-100.1924472302891
9077	C15,C151,CCAT	-100.19992666535194
60227	C15,C151,CCAT	-100.21054254012756
26686	C17,C174,CCAT,E21,E212,ECAT	-100.30803814507695
3905	C15,C151,CCAT	-100.31640194093748
60706	C15,C151,CCAT	-100.32074919865462
26115	C15,C151,CCAT	-100.3419172539244
47767	C15,C151,CCAT	-100.43031830667782
80311	C15,C151,CCAT	-100.4370512162317
5635	C15,C151,CCAT	-100.43708296543305
54805	C15,C151,CCAT	-100.50328129225251
26593	C15,C151,CCAT	-100.5312715412352
14164	C15,C151,CCAT	-100.5470551229305
77014	C15,C151,CCAT	-100.55579516834568
12073	C15,C151,CCAT	-100.62567079064921
60779	C15,C151,CCAT	-100.63844522864775
28874	C15,C151,CCAT	-100.63844522864775
27358	C15,C151,CCAT	-100.6858537602849
36814	C15,C151,CCAT	-100.70416852789474
10285	C15,C151,CCAT	-100.72377185173204
27891	C15,C151,CCAT	-100.76277288970763
54485	C15,C151,CCAT	-100.78450881965121
59916	C15,C151,CCAT	-100.83412713131622
23957	C15,C151,CCAT	-100.84426972226623
32633	C15,C151,CCAT	-100.84824262586334
59620	C15,C151,CCAT	-100.85089733923887
80080	C15,C151,CCAT	-100.88715045341372
7707	C15,C151,CCAT	-100.89213137388036
56638	C15,C151,CCAT	-100.91613460110138
43187	C15,C151,CCAT	-100.94246295086685
26374	C15,C151,CCAT	-100.96174161193568
60076	C15,C151,CCAT	-100.97755523891622
36650	C15,C151,CCAT	-100.98656934834277
21423	C15,C151,CCAT	-101.01519154745539
74552	C15,C151,CCAT	-101.01519154745539
67890	C15,C151,CCAT	-101.03595404953312
34088	C15,C151,CCAT	-101.03845850279612
32743	C15,C151,CCAT	-101.03995162493472
7709	C15,C151,CCAT	-101.05479206484682
57464	C15,C151,CCAT	-101.0656227163288
33157	C15,C151,CCAT	-101.08120526130756
54063	C15,C151,CCAT	-101.08519061194357
1734	C15,C151,CCAT	-101.08526529586152
8872	C15,C151,CCAT	-101.09939759751273
33868	C15,C151,CCAT	-101.10359260020884
44547	C15,C151,CCAT	-101.10359260020884
41348	C15,C151,CCAT	-101.10359260020884
35940	C15,C151,CCAT	-101.10748318481006
35263	C15,C151,CCAT	-101.14087299076029
18335	C15,C151,CCAT	-101.1874254853299
59889	C15,C151,CCAT	-101.1971710412317
22910	C15,C151,CCAT	-101.20080331999627
